numero_questao;gabarito;NU_PARAM_A;nu_param_B;NU_PARAM_C;ANO;enunciado;alternativas
36;B;1.48784;1.74819;0.25985;2015;As autoridades de Kiribati, arquipélago do Oceano Pacífico formado por 33 atóis e uma ilha de coral, estão conscientizando sua população para que aceitem que, nas próximas décadas, terão de fugir do país. A estimativa é que, em um período de 50 anos, as ilhas podem desaparecer. O governo convocou os líderes de todas as ilhas para convencê-los da importância de mudar a mentalidade das pessoas, com pleno conhecimento que é uma questão muito sensível porque ameaça a própria identidade de um país. Kiribati já antecipou convênios com Austrália e Nova Zelândia para enviar seus cidadãos aos países vizinhos, algo que muitos dos moradores do arquipélago não aceitam.No texto, faz-se referência a um problema que se tornou um tema recorrente na agenda global. Nesse sentido, a preocupação apresentada pela população de Kiribati fundamenta-se na previsão de;"A: submersão de terras habitadas, decorrente da elevação do nível do mar; B: ocorrência de tsunamis, derivada de mudanças no eixo de rotação do planeta; C: erupções vulcânicas frequentes, visto que estão assentados sobre o Círculo do Fogo; D: terremotos com magnitude extrema, devido à proximidade de bordas de placas tectônicas; E: furacões de grande intensidade, em função de redução da temperatura média do Oceano Pacífico."
29;E;1.96986;0.66199;0.05233;2015;Energia de Noronha virá da força das águasA energia de Fernando de Noronha virá do mar, do ar, do sol e até do lixo produzido por seus moradores e visitantes. É o que promete o projeto de substituição da matriz energética da ilha, que prevê a troca dos geradores atuais, que consomem 310 mil litros de diesel por mês.No texto, está apresentada a nova matriz energética do Parque Nacional Marinho de Fernando de Noronha. ;"A: escolha por essa nova matriz prioriza o(a)A expansão da oferta de energia, para aumento da atividade turística; B: uso de fontes limpas, para manutenção das condições ecológicas da região; C: barateamento dos custos energéticos, para estímulo da ocupação permanente; D: desenvolvimento de unidades complementares, para solução da carência energética local; E: diminuição dos gastos operacionais de transporte, para superação da distância do continente"
22;E;1.71998;1.3582;0.1909;2015;No livro Por uma outra globalização , Milton Santos escreve:Falava-se, antes, de autonomia da produção para significar que uma empresa, ao assegurar uma produção, buscava também manipular a opinião pela via da publicidade. Nesse caso, o fato gerador do consumo seria a produção. Mas, atualmente, as empresas hegemônicas produzem o consumidor antes mesmo de produzirem os produtos. Um dado essencial do entendimento do consumo é que a produção do consumidor, hoje, precede a produção dos bens e dos serviços.O tipo de relação entre produção e consumo discutido no texto pressupõe o(a);"A: aumento do poder aquisitivo; B: estímulo à livre concorrência; C: criação de novas necessidades; D: formação de grandes estoques; E: implantação de linhas de montagem."
7;E;4.05683;1.56767;0.21096;2015;Descrição da imagem: Cartum composto por três quadrinhos: no primeiro quadrinho, um homem cadeirante segura um jornal com a palavra “emprego” em destaque. No segundo quadrinho, o homem, sorridente, movimenta-se com a cadeira de rodas, segurando um pedaço de papel com a mão direita. No terceiro quadrinho, ele está perplexo e parado em frente a um cartaz com os dizeres: “Vagas para deficientes”. Na parte de baixo do cartaz, está escrito “Entre” em uma seta que aponta para uma escada. O cartum evidencia um desafio que o tema da inclusão social impõe às democracias contemporâneas. Esse desafio exige a combinação entre;"A: participação política e formação profissional diferenciada; B: exercício da cidadania e políticas de transferência de renda; C: modernização das leis e ampliação do mercado de trabalho; D: universalização de direitos e reconhecimento das diferenças; E: crescimento econômico e flexibilização dos processos seletivos."
20;C;3.12528;2.15381;0.15346;2015;"Confidência do itabiranoDe Itabira trouxe prendas diversas que ora te ofereço:esta pedra de ferro, futuro aço do Brasil;este São Benedito do velho santeiro Alfredo Durval;este couro de anta, estendido no sofá de visitas;este orgulho, esta cabeça baixa.Tive ouro, tive gado, tive fazendas.Hoje sou funcionário público.Itabira é apenas uma fotografia na parede.Mas como dói.O poeta Carlos Drummond de Andrade  pensa a região como lugar, pleno de afetos. A longa história da ocupação de Minas Gerais, iniciada com a mineração, deixou marcas que se atualizam em Itabira, pequena cidade onde nasceu o poeta. Nesse sentido, a evocação poética indica o(a)";"A: pujança da natureza resistindo à ação humana; B: sentido de continuidade do progresso; C: cidade como imagem positiva da identidade mineira; D: percepção da cidade como paisagem da memória; E: valorização do processo de ocupação da região"
23;E;2.32054;2.67352;0.26115;2015;Na obra Política, Aristóteles escreve:A utilidade do escravo é semelhante à do animal. Ambos prestam serviços corporais para atender às necessidades da vida. A natureza faz o corpo do escravo e do homem livre de forma diferente. O escravo tem corpo forte, adaptado naturalmente ao trabalho servil. Já o homem livre tem corpo ereto, inadequado ao trabalho braçal, porém apto à vida do cidadão.O trabalho braçal é considerado, na filosofia aristotélica, como;"A: indicador da imagem do homem no estado de natureza; B: condição necessária para a realização da virtude humana; C: atividade que exige força física e uso limitado da racionalidade; D: referencial que o homem deve seguir para viver uma vida ativa; E: mecanismo de aperfeiçoamento do trabalho por meio da experiência."
37;B;1.41913;1.00435;0.21614;2015;No livro O povo brasileiro , Darcy Ribeiro escreve:É simplesmente espantoso que esses núcleos tão desiguais e tão diferentes se tenham mantido aglutinados numa só nação. Durante o período colonial, cada um deles teve relação direta com a metrópole. Ocorreu o extraordinário, fizemos um povo-nação, englobando todas aquelas províncias ecológicas numa só entidade cívica e política.Após a conquista da autonomia, a questão primordial do Brasil residia em como garantir sua unidade político-territorial diante das características e práticas herdadas da colonização. Relacionando o projeto de independência à construção do Estado nacional brasileiro, a sua particularidade decorreu da;"A: ordenação de um pacto que reconheceu os direitos políticos aos homens, independentemente de cor, sexo ou religião; B: estruturação de uma sociedade que adotou os privilégios de nascimento como critério de hierarquização social; C: realização de acordos entre as elites regionais, que evitou confrontos armados contrários ao projeto luso-brasileiro; D: concessão da autonomia política regional, que atendeu aos interesses socioeconômicos dos grandes proprietários; E: afirmação de um regime constitucional monárquico, que garantiu a ordem associada à permanência da escravidão"
43;A;2.2504;1.23952;0.22323;2015;Descrição da imagem: Charge que mostra um aglomerado de casas simples, no alto de um morro. No local não existe planejamento urbano nem saneamento básico. O esgoto é lançado diretamente numa vala que passa bem próximo às casas. Em destaque estão três personagens: a mãe e dois filhos, um deles está brincando dentro da vala. De dentro de uma das casas a mãe liga de seu aparelho celular para o filho que está na outra margem da vala: - Alô, filho, tire seu irmão da vala negra. O filho, ao celular, responde:- Sim, mãe.As novas tecnologias foram massificadas, alcançando e impactando de diferentes formas os lugares. A ironia proposta pela charge indica que o acesso à tecnologia está;"A: vinculado a mudanças na paisagem; B: garantido de forma equitativa aos cidadãos; C: priorizado para resolver as desigualdades; D: relacionado a uma ação redentora na vida social; E: dissociado de revoluções na realidade socioespacial"
18;B;1.2352;1.24001;0.25203;2015;"No livro Costumes em comum, Edward Thompson escreve:Se vamos ter mais tempo de lazer no futuro automatizado, o problema não é como as pessoas vão consumir essas unidades adicionais de tempo de lazer, mas que capacidade para a experiência terão as pessoas com esse tempo livre. Mas se a notação útil do emprego do tempo se torna menos compulsiva, as pessoas talvez tenham de reaprender algumas das artes de viver que foram perdidas na Revolução Industrial: como preencher os interstícios de seu dia com relações sociais e pessoais; como derrubar mais uma vez as barreiras entre o trabalho e a vida.A partir da reflexão do historiador, um argumento contrário à transformação promovida pela Revolução Industrial na relação dos homens com o uso do tempo livre é o(a)";"A: intensificação da busca do lucro econômico; B: flexibilização dos períodos de férias trabalhistas; C: esquecimento das formas de sociabilidade tradicionais; D: aumento das oportunidades de confraternização familiar; E: multiplicação das possibilidades de entretenimento virtual"
25;B;1.66136;0.83888;0.0888;2015;A razão principal que leva o capitalismo como sistema a ser tão terrivelmente destrutivo da biosfera é que, na maioria dos casos, os produtores que lucram com a destruição não a registram como um custo de produção, mas sim, precisamente ao contrário, como uma redução no custo. Por exemplo, se um produtor joga lixo em um rio, poluindo suas águas, esse produtor considera que está economizando o custo de outros métodos mais seguros, porém mais caros de dispor do lixo.A pressão dos movimentos socioambientais, na tentativa de reverter a lógica descrita no texto, aponta para a;"A: emergência de um sistema econômico global que secundariza os lucros; B: redução dos custos de tratamento de resíduos pela isenção fiscal das empresas; C: flexibilização do trabalho como estratégia positiva de corte de custos empresariais; D: incorporação de um sistema normativo ambiental no processo de produção industrial; E: minimização do papel do Estado em detrimento das organizações não governamentais"
