numero_questao;gabarito;NU_PARAM_A;nu_param_B;NU_PARAM_C;ANO;enunciado;alternativas
46;C;2.9037;1.66082;0.10307;2022;"Empédocles estabelece quatro elementos corporais — fogo, ar, água e terra —, que são eternos e que mudam aumentando e diminuindo mediante mistura e separação; mas os princípios propriamente ditos, pelos quais aqueles são movidos, são o Amor e o Ódio. Pois é preciso que os elementos permaneçam alternadamente em movimento, sendo ora misturados pelo Amor, ora separados pelo Ódio.  O texto propõe uma reflexão sobre o entendimento de Empédocles acerca da arché, uma preocupação típica do pensamento pré-socrático, porque";"A: A exalta a investigação filosófica; B: B transcende ao mundo sensível; C: C evoca a discussão cosmogônica; D: D fundamenta as paixões humanas; E: E corresponde à explicação mitológica"
47;B;2.46583;0.73772;0.17053;2022;Macrocefalia urbana pode ser entendida como a massiva concentração das atividades econômicas em algumas metrópoles que propicia o desencadeamento de processos descompassados: redirecionamento e convergência de fluxos migratórios, déficit no número de empregos, ocupação desordenada de determinadas regiões da cidade e estigmatização de estratos sociais, que comprometem substancialmente a segurança pública urbana. O processo de concentração espacial apresentado foi estimulado por qual fator geográfico?;"A: A Limitação da área ocupada; B: B Êxodo da população do campo; C: C Ampliação do risco habitacional; D: D Deficiência do transporte alternativo; E: E Crescimento da taxa de fecundidade"
48;E;1.96743;2.20588;0.08863;2022;Entretanto, nosso amigo Basso tem o ânimo alegre. Isso resulta da filosofia: estar alegre diante da morte, forte e contente qualquer que seja o estado do corpo, sem desfalecer, ainda que desfaleça.O excerto refere-se a uma carta de Sêneca na qual se apresenta como um bem fundamental da filosofia promover a;"A: A valorização de disputas dialógicas; B: B rejeição das convenções sociais; C: C inspiração de natureza religiosa; D: D exaltação do sofrimento; E: E moderação das paixões"
49;C;1.94428;0.27387;0.14788;2022;"Quando os espanhóis chegaram à América, estava em seu apogeu o império teocrático dos Incas, que estendia seu poder sobre o que hoje chamamos Peru, Bolívia e Equador, abarcava parte da Colômbia e do Chile e alcançava até o norte argentino e a selva brasileira; a confederação dos Astecas tinha conquistado um alto nível de eficiência no vale do México, e no Yucatán, na América Central, a esplêndida civilização dos Maias persistia nos povos herdeiros, organizados para o trabalho e para a guerra. Os Maias tinham sido grandes astrônomos, mediram o tempo e o espaço com assombrosa precisão, e tinham descoberto o valor do número zero antes de qualquer povo da história. No museu de Lima, podem ser vistos centenas de crânios que receberam placas de ouro e prata por parte dos cirurgiões Incas.As sociedades mencionadas deixaram como legado uma diversidade de";"A: A bens religiosos inspirados na matriz cristã; B: B materiais bélicos pilhados em batalhas coloniais; C: C heranças culturais constituídas em saberes próprios; D: D costumes laborais moldados em estilos estrangeiros; E: E práticas medicinais alicerçadas no conhecimento científico"
50;A;1.90716;1.36087;0.22521;2022;"Em Vitória (ES), no bairro Goiabeiras, encontramos as paneleiras, mulheres que são conhecidas pelos saberes/fazeres das tradicionais panelas de barro, ícones da culinária capixaba. A tradição passada de mãe para filha é de origem indígena e sofreu influência de outras etnias, como a afro e a luso. Dessa mistura, acredita-se que a fabricação das panelas de barro já tenha 400 anos. A fabricação das panelas de barro se dá em várias etapas, desde a obtenção de matéria-prima à confecção das panelas. As matérias-primas tradicionalmente utilizadas são provenientes do meio natural, como: argila, retirada do barreiro no Vale do Mulembá; madeira, atualmente proveniente das sobras da construção civil; e tinta, extraída da casca do manguezal, o popular mangue-vermelho.Uma característica de práticas tradicionais como a exemplificada no texto é a vinculação entre os recursos do mundo natural e a";"A: A manutenção dos modos de vida; B: B conservação dos plantios da roça; C: C atualização do modelo de gestão; D: D participação na sociedade de consumo; E: E especialização nas etapas de produção"
51;B;2.21197;1.4236;0.21778;2022;Descrição da imagem: Mapa intitulado Rochas ígneas da Amazônia Legal  destaca a Amazônia Legal em recorte do mapa do Brasil e apresenta áreas com ocorrência de rochas ígneas em diversos estados, com maior incidência no Pará.Rochas ígneasAmazônia LegalROCHAS ÍGNEAS DA AMAZÔNIA LEGAL70°W 60°W 50°W70°W 60°W 50°W5°N0°5°S10°S15°S5°N0°5°S10°S15°SVenezuelaVenezuelaColômbiaPeruBolíviaChileGuianaSurinameGuiana FrancesaGuiana FrancesaOceanoPacíficoOceanoAtlânticoAmazonasParáAmapáTocantinsTocantinsPiauíBahiaGoiásDFMinas GeraisMato Grosso do SulRondôniaRondôniaMato GrossoAcre0 80 160 320KmProjeção: AlbersDatum: SIRGAS 2000RoraimaRoraima   aranhãoMaranhãoO mapa espacializa um recurso natural com alto potencial para ocorrência de:;"A: A Abalos sísmicos periódicos; B: B Jazidas de minerais metálicos; C: C Reservas de combustíveis fósseis; D: D Aquíferos sedimentares profundos; E: E Estruturas geológicas metamórficas"
52;B;2.78275;0.64418;0.18557;2022;Nascidas no Líbano, as duas irmãs não puderam ser registradas no país, porque lá é exigido que os nascidos sejam filhos de pais e mães libaneses. Seus pais, de nacionalidade síria, também não puderam registrá-las no país de origem. Na Síria, crianças só são registradas por pais oficialmente casados, o que não era o caso deles.Em situações como a apresentada no texto, as pessoas ao nascerem já se encontram na condição sociopolítica de;"A: A exiladas; B: B apátridas; C: C foragidas; D: D refugiadas; E: E clandestinas"
53;C;0.56617;1.5801;0.03472;2022;TEXTO 1Uma filosofia da percepção que queira reaprender a ver o mundo restituirá à pintura e às artes em geral seu lugar verdadeiro. TEXTO 2Os grandes autores de cinema nos pareceram confrontáveis não apenas com pintores, arquitetos, músicos, mas também com pensadores. Eles pensam com imagens, em vez de conceitos.De que modo os textos sustentam a existência de um saber ancorado na sensibilidade?;"A: A Admitindo o belo como fenômeno transcendental; B: B Reafirmando a vivência estética como juízo de gosto; C: C Considerando o olhar como experiência de conhecimento; D: D Apontando as formas de expressão como auxiliares da razão; E: E Estabelecendo a inteligência como implicação das representações"
54;D;1.69059;0.29126;0.1166;2022;TEXTO 1Manda o Santo Ofício da Inquisição que ninguém, seja qual for seu estado, idade ou condição, pare com carroça, caleça ou montaria nem atrapalhe com mesas ou cadeiras o centro das ruas, que vão da Inquisição a São Domingos, nem atravesse a procissão em ponto algum da ida ou da volta, amanhã, 19 do corrente, em que se celebrará auto de fé. E também que nem nesse dia nem nos dos açoites ouse alguém atirar nos réus maçãs, pedras, laranjas nem outra coisa qualquer.TEXTO 2Como acontece em todos os ritos, o sentido do auto da fé é conferido pela sequência dos atos que o compõem. Os lugares, as posturas, os gestos, as palavras são fixados previamente em toda a sua complexidade. Por isso, o auto da fé apresenta momentos fortes — durante a preparação, a encenação, o ato e a recepção — que convém seguir em seus pormenores.O rito mencionado nos textos demonstra a capacidade da Igreja em;"A: A abrandar cerimônias de punição; B: B favorecer anseios de violência; C: C criticar políticas de disciplina; D: D produzir padrões de conduta; E: E ordenar cultos de heresia."
55;E;4.03907;1.33056;0.05942;2022;Descrição da imagem: Mapa intitulado Possível trajeto do voo MH370 da Malaysia Airlines antes da queda, em 2014, apresenta linhas de trajetória do voo desde a Malásia até o último contato e desde esse ponto até o local onde os destroços foram avistados no Oceano Índico. A medida da distância desse local dos destroços até a cidade de Perth na Austrália está representada numa reta em 2 500 quilômetros.Possível trajeto do voo MH370 da Malaysia Airlines antes da queda, em 2014MADAGASCAR2 500 kmOCEANOÍNDICOAUSTRÁLIAPerthPossível trajeto antes da quedaLocal onde os destroços foram avistadosINDONÉSIAMALÁSIAKuala LumpurÚltimo contatoConsiderando-se que a distância entre o local onde os destroços do avião foram avistados e a cidade de Perth é de 2 centímetros, a escala aproximada dessa representação cartográfica é:;"A: A 1 para 12 500; B: B 1 para 125 000; C: C 1 para 1 250 000; D: D 1 para 12 500 000; E: E 1 para 125 000 000"
